,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
166,Wed Nov 10 2021,9:00p,Indiana Pacers,98,Denver Nuggets,101,Ball Arena,3,Indiana Pacers Vs Denver Nuggets,Denver Nuggets
167,Wed Nov 10 2021,9:00p,Portland Trail Blazers,109,Phoenix Suns,119,Phoenix Suns Arena,10,Portland Trail Blazers Vs Phoenix Suns,Phoenix Suns
168,Wed Nov 10 2021,10:00p,Minnesota Timberwolves,110,Golden State Warriors,123,Chase Center,13,Minnesota Timberwolves Vs Golden State Warriors,Golden State Warriors
169,Wed Nov 10 2021,10:00p,Miami Heat,117,Los Angeles Lakers,120,Crypto.com Arena,3,Miami Heat Vs Los Angeles Lakers,Los Angeles Lakers
170,Thu Nov 11 2021,7:00p,Toronto Raptors,115,Philadelphia 76ers,109,Wells Fargo Center,6,Toronto Raptors Vs Philadelphia 76ers,Toronto Raptors
171,Thu Nov 11 2021,9:00p,Indiana Pacers,111,Utah Jazz,100,Vivint Smart Home Arena,11,Indiana Pacers Vs Utah Jazz,Indiana Pacers
172,Thu Nov 11 2021,10:30p,Miami Heat,109,Los Angeles Clippers,112,Crypto.com Arena,3,Miami Heat Vs Los Angeles Clippers,Los Angeles Clippers
173,Fri Nov 12 2021,7:00p,New York Knicks,96,Charlotte Hornets,104,Spectrum Center,8,New York Knicks Vs Charlotte Hornets,Charlotte Hornets
174,Fri Nov 12 2021,7:30p,Milwaukee Bucks,113,Boston Celtics,122,TD Garden,9,Milwaukee Bucks Vs Boston Celtics,Boston Celtics
175,Fri Nov 12 2021,7:30p,Detroit Pistons,78,Cleveland Cavaliers,98,Rocket Mortgage Fieldhouse,20,Detroit Pistons Vs Cleveland Cavaliers,Cleveland Cavaliers
176,Fri Nov 12 2021,8:00p,Portland Trail Blazers,104,Houston Rockets,92,Toyota Center,12,Portland Trail Blazers Vs Houston Rockets,Portland Trail Blazers
177,Fri Nov 12 2021,8:00p,Phoenix Suns,119,Memphis Grizzlies,94,FedEx Forum,25,Phoenix Suns Vs Memphis Grizzlies,Phoenix Suns
178,Fri Nov 12 2021,8:00p,Brooklyn Nets,120,New Orleans Pelicans,112,Smoothie King Center,8,Brooklyn Nets Vs New Orleans Pelicans,Brooklyn Nets
179,Fri Nov 12 2021,8:00p,Sacramento Kings,103,Oklahoma City Thunder,105,Paycom Center,2,Sacramento Kings Vs Oklahoma City Thunder,Oklahoma City Thunder
180,Fri Nov 12 2021,8:30p,Dallas Mavericks,123,San Antonio Spurs,109,AT&T Center,14,Dallas Mavericks Vs San Antonio Spurs,Dallas Mavericks
181,Fri Nov 12 2021,9:00p,Atlanta Hawks,96,Denver Nuggets,105,Ball Arena,9,Atlanta Hawks Vs Denver Nuggets,Denver Nuggets
182,Fri Nov 12 2021,10:00p,Chicago Bulls,93,Golden State Warriors,119,Chase Center,26,Chicago Bulls Vs Golden State Warriors,Golden State Warriors
183,Fri Nov 12 2021,10:30p,Minnesota Timberwolves,107,Los Angeles Lakers,83,Crypto.com Arena,24,Minnesota Timberwolves Vs Los Angeles Lakers,Minnesota Timberwolves
184,Sat Nov 13 2021,5:00p,Miami Heat,111,Utah Jazz,105,Vivint Smart Home Arena,6,Miami Heat Vs Utah Jazz,Miami Heat
185,Sat Nov 13 2021,7:00p,Philadelphia 76ers,113,Indiana Pacers,118,Gainbridge Fieldhouse,5,Philadelphia 76ers Vs Indiana Pacers,Indiana Pacers
186,Sat Nov 13 2021,7:00p,Memphis Grizzlies,101,New Orleans Pelicans,112,Smoothie King Center,11,Memphis Grizzlies Vs New Orleans Pelicans,New Orleans Pelicans
187,Sat Nov 13 2021,7:00p,Washington Wizards,104,Orlando Magic,92,Amway Center,12,Washington Wizards Vs Orlando Magic,Washington Wizards
188,Sat Nov 13 2021,7:30p,Detroit Pistons,127,Toronto Raptors,121,Scotiabank Arena,6,Detroit Pistons Vs Toronto Raptors,Detroit Pistons
189,Sat Nov 13 2021,8:00p,Boston Celtics,89,Cleveland Cavaliers,91,Rocket Mortgage Fieldhouse,2,Boston Celtics Vs Cleveland Cavaliers,Cleveland Cavaliers
190,Sat Nov 13 2021,10:30p,Minnesota Timberwolves,102,Los Angeles Clippers,129,Crypto.com Arena,27,Minnesota Timberwolves Vs Los Angeles Clippers,Los Angeles Clippers
191,Sun Nov 14 2021,3:30p,San Antonio Spurs,106,Los Angeles Lakers,114,Crypto.com Arena,8,San Antonio Spurs Vs Los Angeles Lakers,Los Angeles Lakers
192,Sun Nov 14 2021,6:00p,Milwaukee Bucks,100,Atlanta Hawks,120,State Farm Arena,20,Milwaukee Bucks Vs Atlanta Hawks,Atlanta Hawks
193,Sun Nov 14 2021,7:00p,Golden State Warriors,102,Charlotte Hornets,106,Spectrum Center,4,Golden State Warriors Vs Charlotte Hornets,Charlotte Hornets
194,Sun Nov 14 2021,7:00p,Phoenix Suns,115,Houston Rockets,89,Toyota Center,26,Phoenix Suns Vs Houston Rockets,Phoenix Suns
195,Sun Nov 14 2021,7:00p,Brooklyn Nets,120,Oklahoma City Thunder,96,Paycom Center,24,Brooklyn Nets Vs Oklahoma City Thunder,Brooklyn Nets
196,Sun Nov 14 2021,8:00p,Portland Trail Blazers,95,Denver Nuggets,124,Ball Arena,29,Portland Trail Blazers Vs Denver Nuggets,Denver Nuggets
197,Sun Nov 14 2021,9:30p,Chicago Bulls,100,Los Angeles Clippers,90,Crypto.com Arena,10,Chicago Bulls Vs Los Angeles Clippers,Chicago Bulls
198,Mon Nov 15 2021,7:00p,Boston Celtics,98,Cleveland Cavaliers,92,Rocket Mortgage Fieldhouse,6,Boston Celtics Vs Cleveland Cavaliers,Boston Celtics
199,Mon Nov 15 2021,7:00p,Sacramento Kings,129,Detroit Pistons,107,Little Caesars Arena,22,Sacramento Kings Vs Detroit Pistons,Sacramento Kings
200,Mon Nov 15 2021,7:00p,New Orleans Pelicans,100,Washington Wizards,105,Capital One Arena,5,New Orleans Pelicans Vs Washington Wizards,Washington Wizards
201,Mon Nov 15 2021,7:30p,Orlando Magic,111,Atlanta Hawks,129,State Farm Arena,18,Orlando Magic Vs Atlanta Hawks,Atlanta Hawks
202,Mon Nov 15 2021,7:30p,Indiana Pacers,84,New York Knicks,92,Madison Square Garden (IV),8,Indiana Pacers Vs New York Knicks,New York Knicks
203,Mon Nov 15 2021,8:00p,Denver Nuggets,101,Dallas Mavericks,111,American Airlines Center,10,Denver Nuggets Vs Dallas Mavericks,Dallas Mavericks
204,Mon Nov 15 2021,8:00p,Houston Rockets,102,Memphis Grizzlies,136,FedEx Forum,34,Houston Rockets Vs Memphis Grizzlies,Memphis Grizzlies
205,Mon Nov 15 2021,8:00p,Phoenix Suns,99,Minnesota Timberwolves,96,Target Center,3,Phoenix Suns Vs Minnesota Timberwolves,Phoenix Suns
206,Mon Nov 15 2021,8:00p,Miami Heat,103,Oklahoma City Thunder,90,Paycom Center,13,Miami Heat Vs Oklahoma City Thunder,Miami Heat
207,Mon Nov 15 2021,10:00p,Toronto Raptors,113,Portland Trail Blazers,118,Moda Center,5,Toronto Raptors Vs Portland Trail Blazers,Portland Trail Blazers
208,Mon Nov 15 2021,10:30p,Chicago Bulls,121,Los Angeles Lakers,103,Crypto.com Arena,18,Chicago Bulls Vs Los Angeles Lakers,Chicago Bulls
209,Tue Nov 16 2021,7:30p,Golden State Warriors,117,Brooklyn Nets,99,Barclays Center,18,Golden State Warriors Vs Brooklyn Nets,Golden State Warriors
210,Tue Nov 16 2021,10:00p,Philadelphia 76ers,85,Utah Jazz,120,Vivint Smart Home Arena,35,Philadelphia 76ers Vs Utah Jazz,Utah Jazz
211,Tue Nov 16 2021,10:30p,San Antonio Spurs,92,Los Angeles Clippers,106,Crypto.com Arena,14,San Antonio Spurs Vs Los Angeles Clippers,Los Angeles Clippers
212,Wed Nov 17 2021,7:00p,Washington Wizards,87,Charlotte Hornets,97,Spectrum Center,10,Washington Wizards Vs Charlotte Hornets,Charlotte Hornets
213,Wed Nov 17 2021,7:00p,Indiana Pacers,89,Detroit Pistons,97,Little Caesars Arena,8,Indiana Pacers Vs Detroit Pistons,Detroit Pistons
214,Wed Nov 17 2021,7:30p,Boston Celtics,99,Atlanta Hawks,110,State Farm Arena,11,Boston Celtics Vs Atlanta Hawks,Atlanta Hawks
215,Wed Nov 17 2021,7:30p,Cleveland Cavaliers,99,Brooklyn Nets,109,Barclays Center,10,Cleveland Cavaliers Vs Brooklyn Nets,Brooklyn Nets
216,Wed Nov 17 2021,7:30p,New Orleans Pelicans,98,Miami Heat,113,FTX Arena,15,New Orleans Pelicans Vs Miami Heat,Miami Heat
217,Wed Nov 17 2021,7:30p,Los Angeles Lakers,102,Milwaukee Bucks,109,Fiserv Forum,7,Los Angeles Lakers Vs Milwaukee Bucks,Milwaukee Bucks
218,Wed Nov 17 2021,7:30p,Orlando Magic,104,New York Knicks,98,Madison Square Garden (IV),6,Orlando Magic Vs New York Knicks,Orlando Magic
219,Wed Nov 17 2021,8:00p,Sacramento Kings,97,Minnesota Timberwolves,107,Target Center,10,Sacramento Kings Vs Minnesota Timberwolves,Minnesota Timberwolves
220,Wed Nov 17 2021,8:00p,Houston Rockets,89,Oklahoma City Thunder,101,Paycom Center,12,Houston Rockets Vs Oklahoma City Thunder,Oklahoma City Thunder
221,Wed Nov 17 2021,10:00p,Dallas Mavericks,98,Phoenix Suns,105,Phoenix Suns Arena,7,Dallas Mavericks Vs Phoenix Suns,Phoenix Suns
222,Wed Nov 17 2021,10:00p,Chicago Bulls,107,Portland Trail Blazers,112,Moda Center,5,Chicago Bulls Vs Portland Trail Blazers,Portland Trail Blazers
223,Thu Nov 18 2021,7:30p,Golden State Warriors,104,Cleveland Cavaliers,89,Rocket Mortgage Fieldhouse,15,Golden State Warriors Vs Cleveland Cavaliers,Golden State Warriors
224,Thu Nov 18 2021,7:30p,Washington Wizards,97,Miami Heat,112,FTX Arena,15,Washington Wizards Vs Miami Heat,Miami Heat
225,Thu Nov 18 2021,8:00p,Los Angeles Clippers,108,Memphis Grizzlies,120,FedEx Forum,12,Los Angeles Clippers Vs Memphis Grizzlies,Memphis Grizzlies
226,Thu Nov 18 2021,8:00p,San Antonio Spurs,90,Minnesota Timberwolves,115,Target Center,25,San Antonio Spurs Vs Minnesota Timberwolves,Minnesota Timberwolves
227,Thu Nov 18 2021,9:00p,Philadelphia 76ers,103,Denver Nuggets,89,Ball Arena,14,Philadelphia 76ers Vs Denver Nuggets,Philadelphia 76ers
228,Thu Nov 18 2021,9:00p,Toronto Raptors,103,Utah Jazz,119,Vivint Smart Home Arena,16,Toronto Raptors Vs Utah Jazz,Utah Jazz
229,Fri Nov 19 2021,7:00p,Indiana Pacers,118,Charlotte Hornets,121,Spectrum Center,3,Indiana Pacers Vs Charlotte Hornets,Charlotte Hornets
230,Fri Nov 19 2021,7:00p,Golden State Warriors,105,Detroit Pistons,102,Little Caesars Arena,3,Golden State Warriors Vs Detroit Pistons,Golden State Warriors
231,Fri Nov 19 2021,7:30p,Los Angeles Lakers,108,Boston Celtics,130,TD Garden,22,Los Angeles Lakers Vs Boston Celtics,Boston Celtics
232,Fri Nov 19 2021,7:30p,Orlando Magic,113,Brooklyn Nets,115,Barclays Center,2,Orlando Magic Vs Brooklyn Nets,Brooklyn Nets
233,Fri Nov 19 2021,8:00p,Oklahoma City Thunder,89,Milwaukee Bucks,96,Fiserv Forum,7,Oklahoma City Thunder Vs Milwaukee Bucks,Milwaukee Bucks
234,Fri Nov 19 2021,8:00p,Los Angeles Clippers,81,New Orleans Pelicans,94,Smoothie King Center,13,Los Angeles Clippers Vs New Orleans Pelicans,New Orleans Pelicans
235,Fri Nov 19 2021,9:00p,Chicago Bulls,114,Denver Nuggets,108,Ball Arena,6,Chicago Bulls Vs Denver Nuggets,Chicago Bulls
236,Fri Nov 19 2021,10:00p,Dallas Mavericks,104,Phoenix Suns,112,Phoenix Suns Arena,8,Dallas Mavericks Vs Phoenix Suns,Phoenix Suns
237,Fri Nov 19 2021,10:00p,Toronto Raptors,108,Sacramento Kings,89,Golden 1 Center,19,Toronto Raptors Vs Sacramento Kings,Toronto Raptors
238,Sat Nov 20 2021,5:00p,Houston Rockets,99,New York Knicks,106,Madison Square Garden (IV),7,Houston Rockets Vs New York Knicks,New York Knicks
239,Sat Nov 20 2021,7:00p,New Orleans Pelicans,94,Indiana Pacers,111,Gainbridge Fieldhouse,17,New Orleans Pelicans Vs Indiana Pacers,Indiana Pacers
240,Sat Nov 20 2021,7:00p,Miami Heat,100,Washington Wizards,103,Capital One Arena,3,Miami Heat Vs Washington Wizards,Washington Wizards
241,Sat Nov 20 2021,7:30p,Charlotte Hornets,105,Atlanta Hawks,115,State Farm Arena,10,Charlotte Hornets Vs Atlanta Hawks,Atlanta Hawks
242,Sat Nov 20 2021,7:30p,Oklahoma City Thunder,105,Boston Celtics,111,TD Garden,6,Oklahoma City Thunder Vs Boston Celtics,Boston Celtics
243,Sat Nov 20 2021,8:00p,Orlando Magic,108,Milwaukee Bucks,117,Fiserv Forum,9,Orlando Magic Vs Milwaukee Bucks,Milwaukee Bucks
244,Sat Nov 20 2021,8:00p,Memphis Grizzlies,95,Minnesota Timberwolves,138,Target Center,43,Memphis Grizzlies Vs Minnesota Timberwolves,Minnesota Timberwolves
245,Sat Nov 20 2021,10:00p,Philadelphia 76ers,111,Portland Trail Blazers,118,Moda Center,7,Philadelphia 76ers Vs Portland Trail Blazers,Portland Trail Blazers
246,Sat Nov 20 2021,10:00p,Utah Jazz,123,Sacramento Kings,105,Golden 1 Center,18,Utah Jazz Vs Sacramento Kings,Utah Jazz
247,Sun Nov 21 2021,3:30p,Dallas Mavericks,91,Los Angeles Clippers,97,Crypto.com Arena,6,Dallas Mavericks Vs Los Angeles Clippers,Los Angeles Clippers
248,Sun Nov 21 2021,6:00p,Los Angeles Lakers,121,Detroit Pistons,116,Little Caesars Arena,5,Los Angeles Lakers Vs Detroit Pistons,Los Angeles Lakers
249,Sun Nov 21 2021,8:00p,New York Knicks,103,Chicago Bulls,109,United Center,6,New York Knicks Vs Chicago Bulls,Chicago Bulls
250,Sun Nov 21 2021,8:00p,Denver Nuggets,97,Phoenix Suns,126,Phoenix Suns Arena,29,Denver Nuggets Vs Phoenix Suns,Phoenix Suns
251,Sun Nov 21 2021,8:30p,Toronto Raptors,104,Golden State Warriors,119,Chase Center,15,Toronto Raptors Vs Golden State Warriors,Golden State Warriors
252,Mon Nov 22 2021,7:00p,Brooklyn Nets,117,Cleveland Cavaliers,112,Rocket Mortgage Fieldhouse,5,Brooklyn Nets Vs Cleveland Cavaliers,Brooklyn Nets
253,Mon Nov 22 2021,7:00p,Charlotte Hornets,109,Washington Wizards,103,Capital One Arena,6,Charlotte Hornets Vs Washington Wizards,Charlotte Hornets
254,Mon Nov 22 2021,7:30p,Oklahoma City Thunder,101,Atlanta Hawks,113,State Farm Arena,12,Oklahoma City Thunder Vs Atlanta Hawks,Atlanta Hawks
255,Mon Nov 22 2021,7:30p,Houston Rockets,90,Boston Celtics,108,TD Garden,18,Houston Rockets Vs Boston Celtics,Boston Celtics
256,Mon Nov 22 2021,8:00p,Indiana Pacers,109,Chicago Bulls,77,United Center,32,Indiana Pacers Vs Chicago Bulls,Indiana Pacers
257,Mon Nov 22 2021,8:00p,Orlando Magic,92,Milwaukee Bucks,123,Fiserv Forum,31,Orlando Magic Vs Milwaukee Bucks,Milwaukee Bucks
258,Mon Nov 22 2021,8:00p,Minnesota Timberwolves,110,New Orleans Pelicans,96,Smoothie King Center,14,Minnesota Timberwolves Vs New Orleans Pelicans,Minnesota Timberwolves
259,Mon Nov 22 2021,8:30p,Phoenix Suns,115,San Antonio Spurs,111,AT&T Center,4,Phoenix Suns Vs San Antonio Spurs,Phoenix Suns
260,Mon Nov 22 2021,9:00p,Memphis Grizzlies,119,Utah Jazz,118,Vivint Smart Home Arena,1,Memphis Grizzlies Vs Utah Jazz,Memphis Grizzlies
261,Mon Nov 22 2021,10:00p,Philadelphia 76ers,102,Sacramento Kings,94,Golden 1 Center,8,Philadelphia 76ers Vs Sacramento Kings,Philadelphia 76ers
262,Tue Nov 23 2021,7:00p,Miami Heat,100,Detroit Pistons,92,Little Caesars Arena,8,Miami Heat Vs Detroit Pistons,Miami Heat
263,Tue Nov 23 2021,7:30p,Los Angeles Lakers,100,New York Knicks,106,Madison Square Garden (IV),6,Los Angeles Lakers Vs New York Knicks,New York Knicks
264,Tue Nov 23 2021,10:00p,Denver Nuggets,100,Portland Trail Blazers,119,Moda Center,19,Denver Nuggets Vs Portland Trail Blazers,Portland Trail Blazers
265,Tue Nov 23 2021,10:30p,Dallas Mavericks,112,Los Angeles Clippers,104,Crypto.com Arena,8,Dallas Mavericks Vs Los Angeles Clippers,Dallas Mavericks
266,Wed Nov 24 2021,7:00p,Phoenix Suns,120,Cleveland Cavaliers,115,Rocket Mortgage Fieldhouse,5,Phoenix Suns Vs Cleveland Cavaliers,Phoenix Suns
267,Wed Nov 24 2021,7:00p,Los Angeles Lakers,124,Indiana Pacers,116,Gainbridge Fieldhouse,8,Los Angeles Lakers Vs Indiana Pacers,Los Angeles Lakers
268,Wed Nov 24 2021,7:00p,Charlotte Hornets,106,Orlando Magic,99,Amway Center,7,Charlotte Hornets Vs Orlando Magic,Charlotte Hornets
269,Wed Nov 24 2021,7:30p,Brooklyn Nets,123,Boston Celtics,104,TD Garden,19,Brooklyn Nets Vs Boston Celtics,Brooklyn Nets
270,Wed Nov 24 2021,8:00p,Chicago Bulls,113,Houston Rockets,118,Toyota Center,5,Chicago Bulls Vs Houston Rockets,Houston Rockets
271,Wed Nov 24 2021,8:00p,Toronto Raptors,126,Memphis Grizzlies,113,FedEx Forum,13,Toronto Raptors Vs Memphis Grizzlies,Toronto Raptors
272,Wed Nov 24 2021,8:00p,Detroit Pistons,93,Milwaukee Bucks,114,Fiserv Forum,21,Detroit Pistons Vs Milwaukee Bucks,Milwaukee Bucks
273,Wed Nov 24 2021,8:00p,Miami Heat,101,Minnesota Timberwolves,113,Target Center,12,Miami Heat Vs Minnesota Timberwolves,Minnesota Timberwolves
274,Wed Nov 24 2021,8:00p,Washington Wizards,102,New Orleans Pelicans,127,Smoothie King Center,25,Washington Wizards Vs New Orleans Pelicans,New Orleans Pelicans
275,Wed Nov 24 2021,8:00p,Utah Jazz,110,Oklahoma City Thunder,104,Paycom Center,6,Utah Jazz Vs Oklahoma City Thunder,Utah Jazz
276,Wed Nov 24 2021,8:30p,Atlanta Hawks,124,San Antonio Spurs,106,AT&T Center,18,Atlanta Hawks Vs San Antonio Spurs,Atlanta Hawks
277,Wed Nov 24 2021,10:00p,Philadelphia 76ers,96,Golden State Warriors,116,Chase Center,20,Philadelphia 76ers Vs Golden State Warriors,Golden State Warriors
278,Wed Nov 24 2021,10:00p,Portland Trail Blazers,121,Sacramento Kings,125,Golden 1 Center,4,Portland Trail Blazers Vs Sacramento Kings,Sacramento Kings
279,Fri Nov 26 2021,3:30p,Detroit Pistons,96,Los Angeles Clippers,107,Crypto.com Arena,11,Detroit Pistons Vs Los Angeles Clippers,Los Angeles Clippers
280,Fri Nov 26 2021,7:00p,Minnesota Timberwolves,115,Charlotte Hornets,133,Spectrum Center,18,Minnesota Timberwolves Vs Charlotte Hornets,Charlotte Hornets
281,Fri Nov 26 2021,7:00p,Phoenix Suns,118,New York Knicks,97,Madison Square Garden (IV),21,Phoenix Suns Vs New York Knicks,Phoenix Suns
282,Fri Nov 26 2021,7:00p,Chicago Bulls,123,Orlando Magic,88,Amway Center,35,Chicago Bulls Vs Orlando Magic,Chicago Bulls
283,Fri Nov 26 2021,8:00p,Toronto Raptors,97,Indiana Pacers,114,Gainbridge Fieldhouse,17,Toronto Raptors Vs Indiana Pacers,Indiana Pacers
284,Fri Nov 26 2021,8:00p,Atlanta Hawks,132,Memphis Grizzlies,100,FedEx Forum,32,Atlanta Hawks Vs Memphis Grizzlies,Atlanta Hawks
285,Fri Nov 26 2021,8:00p,Washington Wizards,101,Oklahoma City Thunder,99,Paycom Center,2,Washington Wizards Vs Oklahoma City Thunder,Washington Wizards
286,Fri Nov 26 2021,8:30p,Boston Celtics,88,San Antonio Spurs,96,AT&T Center,8,Boston Celtics Vs San Antonio Spurs,San Antonio Spurs
287,Fri Nov 26 2021,9:00p,Milwaukee Bucks,120,Denver Nuggets,109,Ball Arena,11,Milwaukee Bucks Vs Denver Nuggets,Milwaukee Bucks
288,Fri Nov 26 2021,9:00p,New Orleans Pelicans,98,Utah Jazz,97,Vivint Smart Home Arena,1,New Orleans Pelicans Vs Utah Jazz,New Orleans Pelicans
289,Fri Nov 26 2021,10:00p,Portland Trail Blazers,103,Golden State Warriors,118,Chase Center,15,Portland Trail Blazers Vs Golden State Warriors,Golden State Warriors
290,Fri Nov 26 2021,10:30p,Sacramento Kings,141,Los Angeles Lakers,137,Crypto.com Arena,4,Sacramento Kings Vs Los Angeles Lakers,Sacramento Kings
291,Sat Nov 27 2021,6:00p,Minnesota Timberwolves,121,Philadelphia 76ers,120,Wells Fargo Center,1,Minnesota Timberwolves Vs Philadelphia 76ers,Minnesota Timberwolves
292,Sat Nov 27 2021,7:30p,New York Knicks,99,Atlanta Hawks,90,State Farm Arena,9,New York Knicks Vs Atlanta Hawks,New York Knicks
293,Sat Nov 27 2021,7:30p,Phoenix Suns,113,Brooklyn Nets,107,Barclays Center,6,Phoenix Suns Vs Brooklyn Nets,Phoenix Suns
294,Sat Nov 27 2021,8:00p,Miami Heat,107,Chicago Bulls,104,United Center,3,Miami Heat Vs Chicago Bulls,Miami Heat
295,Sat Nov 27 2021,8:00p,Orlando Magic,92,Cleveland Cavaliers,105,Rocket Mortgage Fieldhouse,13,Orlando Magic Vs Cleveland Cavaliers,Cleveland Cavaliers
296,Sat Nov 27 2021,8:00p,Charlotte Hornets,143,Houston Rockets,146,Toyota Center,3,Charlotte Hornets Vs Houston Rockets,Houston Rockets
297,Sat Nov 27 2021,8:30p,Washington Wizards,120,Dallas Mavericks,114,American Airlines Center,6,Washington Wizards Vs Dallas Mavericks,Washington Wizards
298,Sat Nov 27 2021,9:00p,New Orleans Pelicans,105,Utah Jazz,127,Vivint Smart Home Arena,22,New Orleans Pelicans Vs Utah Jazz,Utah Jazz
299,Sun Nov 28 2021,3:30p,Golden State Warriors,105,Los Angeles Clippers,90,Crypto.com Arena,15,Golden State Warriors Vs Los Angeles Clippers,Golden State Warriors
300,Sun Nov 28 2021,5:00p,Milwaukee Bucks,118,Indiana Pacers,100,Gainbridge Fieldhouse,18,Milwaukee Bucks Vs Indiana Pacers,Milwaukee Bucks
301,Sun Nov 28 2021,6:00p,Sacramento Kings,101,Memphis Grizzlies,128,FedEx Forum,27,Sacramento Kings Vs Memphis Grizzlies,Memphis Grizzlies
302,Sun Nov 28 2021,6:00p,Boston Celtics,109,Toronto Raptors,97,Scotiabank Arena,12,Boston Celtics Vs Toronto Raptors,Boston Celtics
303,Sun Nov 28 2021,9:30p,Detroit Pistons,106,Los Angeles Lakers,110,Crypto.com Arena,4,Detroit Pistons Vs Los Angeles Lakers,Los Angeles Lakers
304,Mon Nov 29 2021,7:00p,Orlando Magic,96,Philadelphia 76ers,101,Wells Fargo Center,5,Orlando Magic Vs Philadelphia 76ers,Philadelphia 76ers
305,Mon Nov 29 2021,7:30p,Denver Nuggets,120,Miami Heat,111,FTX Arena,9,Denver Nuggets Vs Miami Heat,Denver Nuggets
306,Mon Nov 29 2021,8:00p,Charlotte Hornets,119,Chicago Bulls,133,United Center,14,Charlotte Hornets Vs Chicago Bulls,Chicago Bulls
307,Mon Nov 29 2021,8:00p,Oklahoma City Thunder,89,Houston Rockets,102,Toyota Center,13,Oklahoma City Thunder Vs Houston Rockets,Houston Rockets
308,Mon Nov 29 2021,8:00p,Indiana Pacers,98,Minnesota Timberwolves,100,Target Center,2,Indiana Pacers Vs Minnesota Timberwolves,Minnesota Timberwolves
309,Mon Nov 29 2021,8:30p,Cleveland Cavaliers,114,Dallas Mavericks,96,American Airlines Center,18,Cleveland Cavaliers Vs Dallas Mavericks,Cleveland Cavaliers
310,Mon Nov 29 2021,8:30p,Washington Wizards,99,San Antonio Spurs,116,AT&T Center,17,Washington Wizards Vs San Antonio Spurs,San Antonio Spurs
311,Mon Nov 29 2021,9:00p,Portland Trail Blazers,107,Utah Jazz,129,Vivint Smart Home Arena,22,Portland Trail Blazers Vs Utah Jazz,Utah Jazz
312,Mon Nov 29 2021,10:30p,New Orleans Pelicans,123,Los Angeles Clippers,104,Crypto.com Arena,19,New Orleans Pelicans Vs Los Angeles Clippers,New Orleans Pelicans
313,Tue Nov 30 2021,7:30p,New York Knicks,110,Brooklyn Nets,112,Barclays Center,2,New York Knicks Vs Brooklyn Nets,Brooklyn Nets
314,Tue Nov 30 2021,7:30p,Memphis Grizzlies,98,Toronto Raptors,91,Scotiabank Arena,7,Memphis Grizzlies Vs Toronto Raptors,Memphis Grizzlies
315,Tue Nov 30 2021,10:00p,Golden State Warriors,96,Phoenix Suns,104,Phoenix Suns Arena,8,Golden State Warriors Vs Phoenix Suns,Phoenix Suns
316,Tue Nov 30 2021,10:00p,Detroit Pistons,92,Portland Trail Blazers,110,Moda Center,18,Detroit Pistons Vs Portland Trail Blazers,Portland Trail Blazers
317,Tue Nov 30 2021,10:00p,Los Angeles Lakers,117,Sacramento Kings,92,Golden 1 Center,25,Los Angeles Lakers Vs Sacramento Kings,Los Angeles Lakers
318,Wed Dec 1 2021,7:00p,Atlanta Hawks,114,Indiana Pacers,111,Gainbridge Fieldhouse,3,Atlanta Hawks Vs Indiana Pacers,Atlanta Hawks
319,Wed Dec 1 2021,7:00p,Denver Nuggets,103,Orlando Magic,108,Amway Center,5,Denver Nuggets Vs Orlando Magic,Orlando Magic
320,Wed Dec 1 2021,7:00p,Minnesota Timberwolves,107,Washington Wizards,115,Capital One Arena,8,Minnesota Timberwolves Vs Washington Wizards,Washington Wizards
321,Wed Dec 1 2021,7:30p,Philadelphia 76ers,87,Boston Celtics,88,TD Garden,1,Philadelphia 76ers Vs Boston Celtics,Boston Celtics
322,Wed Dec 1 2021,7:30p,Cleveland Cavaliers,111,Miami Heat,85,FTX Arena,26,Cleveland Cavaliers Vs Miami Heat,Cleveland Cavaliers
323,Wed Dec 1 2021,8:00p,Charlotte Hornets,125,Milwaukee Bucks,127,Fiserv Forum,2,Charlotte Hornets Vs Milwaukee Bucks,Milwaukee Bucks
324,Wed Dec 1 2021,8:00p,Dallas Mavericks,139,New Orleans Pelicans,107,Smoothie King Center,32,Dallas Mavericks Vs New Orleans Pelicans,Dallas Mavericks
325,Wed Dec 1 2021,8:00p,Houston Rockets,114,Oklahoma City Thunder,110,Paycom Center,4,Houston Rockets Vs Oklahoma City Thunder,Houston Rockets
326,Wed Dec 1 2021,10:30p,Sacramento Kings,124,Los Angeles Clippers,115,Crypto.com Arena,9,Sacramento Kings Vs Los Angeles Clippers,Sacramento Kings
327,Thu Dec 2 2021,7:30p,Chicago Bulls,119,New York Knicks,115,Madison Square Garden (IV),4,Chicago Bulls Vs New York Knicks,Chicago Bulls
328,Thu Dec 2 2021,7:30p,Milwaukee Bucks,93,Toronto Raptors,97,Scotiabank Arena,4,Milwaukee Bucks Vs Toronto Raptors,Toronto Raptors
329,Thu Dec 2 2021,8:00p,Oklahoma City Thunder,79,Memphis Grizzlies,152,FedEx Forum,73,Oklahoma City Thunder Vs Memphis Grizzlies,Memphis Grizzlies
330,Thu Dec 2 2021,9:00p,Detroit Pistons,103,Phoenix Suns,114,Phoenix Suns Arena,11,Detroit Pistons Vs Phoenix Suns,Phoenix Suns
